id,category1,category2,category3,category4,category5,tags,post_title,post_image,post_date,post_modified,post_status,post_content,post_excerpt,address1,address2,city,state,zip,contact,email,website,twitter,facebook,timing,alive_dates,special_offer,organizer_desc,print_desc,st_date,st_time,end_date,end_time,organizer_name,presented_by,venue,benefits,reg_desc,phone
31998,"Club Meetings","","","","","Rockies","ABATE-District 18","","2012-12-18 04:23:00","2013-01-14 10:00:02","publish","Come and see what were all about","Come and see what were all about","102 E 2nd","","La Junta","CO","","","bikerblock@centurytel.net","www.abateofcolo.org","","","","","","","","2013-07-04","7:00 PM","2013-07-04","10:00 PM","Kelly Block","","",""," ",""
31999,"Club Meetings","","","","","Rockies","ABATE-District 18","","2012-12-18 04:23:00","2013-01-14 10:00:02","publish","Come and see what were all about","Come and see what were all about","102 E 2nd","","La Junta","CO","","","bikerblock@centurytel.net","www.abateofcolo.org","","","","","","","","2013-08-01","7:00 PM","2013-08-01","10:00 PM","Kelly Block","","",""," ",""
32000,"Club Meetings","","","","","Rockies","ABATE-District 18","","2012-12-18 04:23:00","2013-01-14 10:00:03","publish","Come and see what were all about","Come and see what were all about","102 E 2nd","","La Junta","CO","","","bikerblock@centurytel.net","www.abateofcolo.org","","","","","","","","2013-09-05","7:00 PM","2013-09-05","10:00 PM","Kelly Block","","",""," ",""
32001,"Club Meetings","","","","","Rockies","ABATE-District 18","","2012-12-18 04:23:00","2013-01-14 10:00:01","publish","Come and see what were all about","Come and see what were all about","102 E 2nd","","La Junta","CO","","","bikerblock@centurytel.net","www.abateofcolo.org","","","","","","","","2013-10-03","7:00 PM","2013-10-03","10:00 PM","Kelly Block","","",""," ",""
32002,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2012-12-06","6:30 PM","2012-12-06","9:30 PM","Mike","","",""," ",""
32003,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2013-01-03","6:30 PM","2013-01-03","9:30 PM","Mike","","",""," ",""
32004,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2013-02-07","6:30 PM","2013-02-07","9:30 PM","Mike","","",""," ",""
32005,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2013-03-07","6:30 PM","2013-03-07","9:30 PM","Mike","","",""," ",""
32006,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2013-04-04","6:30 PM","2013-04-04","9:30 PM","Mike","","",""," ",""
32007,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2013-05-02","6:30 PM","2013-05-02","9:30 PM","Mike","","",""," ",""
32008,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2013-06-06","6:30 PM","2013-06-06","9:30 PM","Mike","","",""," ",""
32009,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2013-07-04","6:30 PM","2013-07-04","9:30 PM","Mike","","",""," ",""
32010,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2013-08-01","6:30 PM","2013-08-01","9:30 PM","Mike","","",""," ",""
32011,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2013-09-05","6:30 PM","2013-09-05","9:30 PM","Mike","","",""," ",""
32012,"Club Meetings","","","","","Midwest","ABATE-Gaylord&#47;N Michigan","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","Meeting will be before Bike Night starting at 7:00","Meeting will be before Bike Night starting at 7:00","550 South Wisconsin Ave","","Gaylord","MI","","","AbateReg4@hotmail.com","","","","","","","","","2013-10-03","6:30 PM","2013-10-03","9:30 PM","Mike","","",""," ",""
32013,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2012-12-06","7:30 PM","2012-12-06","10:30 PM","Ron Sundquist","","",""," ",""
32014,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:42","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2013-01-03","7:30 PM","2013-01-03","10:30 PM","Ron Sundquist","","",""," ",""
32015,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:42","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2013-02-07","7:30 PM","2013-02-07","10:30 PM","Ron Sundquist","","",""," ",""
32016,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:42","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2013-03-07","7:30 PM","2013-03-07","10:30 PM","Ron Sundquist","","",""," ",""
32017,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:42","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2013-04-04","7:30 PM","2013-04-04","10:30 PM","Ron Sundquist","","",""," ",""
32018,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2013-05-02","7:30 PM","2013-05-02","10:30 PM","Ron Sundquist","","",""," ",""
32019,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2013-06-06","7:30 PM","2013-06-06","10:30 PM","Ron Sundquist","","",""," ",""
32020,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2013-07-04","7:30 PM","2013-07-04","10:30 PM","Ron Sundquist","","",""," ",""
32021,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2013-08-01","7:30 PM","2013-08-01","10:30 PM","Ron Sundquist","","",""," ",""
32022,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2013-09-05","7:30 PM","2013-09-05","10:30 PM","Ron Sundquist","","",""," ",""
32023,"Club Meetings","","","","","","ABATE-Local # 21","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","","","43807 15th Street West","","Lancaster","CA","","","ron.sundquist@sbcglobal.net","www.alleygl.org","","","","","","","","2013-10-03","7:30 PM","2013-10-03","10:30 PM","Ron Sundquist","","",""," ",""
32024,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2012-12-06","7:00 PM","2012-12-06","10:00 PM","President Melissa Fulton","","",""," ",""
32025,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2013-01-03","7:00 PM","2013-01-03","10:00 PM","President Melissa Fulton","","",""," ",""
32026,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2013-02-07","7:00 PM","2013-02-07","10:00 PM","President Melissa Fulton","","",""," ",""
32027,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2013-03-07","7:00 PM","2013-03-07","10:00 PM","President Melissa Fulton","","",""," ",""
32028,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:40","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2013-04-04","7:00 PM","2013-04-04","10:00 PM","President Melissa Fulton","","",""," ",""
32029,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2013-05-02","7:00 PM","2013-05-02","10:00 PM","President Melissa Fulton","","",""," ",""
32030,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2013-06-06","7:00 PM","2013-06-06","10:00 PM","President Melissa Fulton","","",""," ",""
32031,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2013-07-04","7:00 PM","2013-07-04","10:00 PM","President Melissa Fulton","","",""," ",""
32032,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2013-08-01","7:00 PM","2013-08-01","10:00 PM","President Melissa Fulton","","",""," ",""
32033,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:41","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2013-09-05","7:00 PM","2013-09-05","10:00 PM","President Melissa Fulton","","",""," ",""
32034,"Club Meetings","","","","","","ABATE-Local # 28 Lake County","","2012-12-18 04:23:00","2012-12-18 17:59:42","publish","","","5440 Live Oak Drive","","Kelseyville","CA","","","melissaf@pacific.net","","","","","","","","","2013-10-03","7:00 PM","2013-10-03","10:00 PM","President Melissa Fulton","","",""," ",""
32035,"Club Meetings","","","","","South","ABATE-Muskogee","","2012-12-18 04:23:00","2012-12-18 17:59:38","publish","","","801 West Okmulgee","","Muskogee","OK","","","muskogeeabate@starnetok.net","www.geocities.com/muskogeeabate","","","","","","","","2012-12-06","7:30 PM","2012-12-06","10:30 PM","Jeff Rankin","","",""," ",""
32036,"Club Meetings","","","","","South","ABATE-Muskogee","","2012-12-18 04:23:00","2012-12-18 17:59:38","publish","","","801 West Okmulgee","","Muskogee","OK","","","muskogeeabate@starnetok.net","www.geocities.com/muskogeeabate","","","","","","","","2013-01-03","7:30 PM","2013-01-03","10:30 PM","Jeff Rankin","","",""," ",""
32037,"Club Meetings","","","","","South","ABATE-Muskogee","","2012-12-18 04:23:00","2012-12-18 17:59:37","publish","","","801 West Okmulgee","","Muskogee","OK","","","muskogeeabate@starnetok.net","www.geocities.com/muskogeeabate","","","","","","","","2013-02-07","7:30 PM","2013-02-07","10:30 PM","Jeff Rankin","","",""," ",""
32038,"Club Meetings","","","","","South","ABATE-Muskogee","","2012-12-18 04:23:00","2012-12-18 17:59:37","publish","","","801 West Okmulgee","","Muskogee","OK","","","muskogeeabate@starnetok.net","www.geocities.com/muskogeeabate","","","","","","","","2013-03-07","7:30 PM","2013-03-07","10:30 PM","Jeff Rankin","","",""," ",""
32039,"Club Meetings","","","","","South","ABATE-Muskogee","","2012-12-18 04:23:00","2012-12-18 17:59:37","publish","","","801 West Okmulgee","","Muskogee","OK","","","muskogeeabate@starnetok.net","www.geocities.com/muskogeeabate","","","","","","","","2013-04-04","7:30 PM","2013-04-04","10:30 PM","Jeff Rankin","","",""," ",""
32040,"Club Meetings","","","","","South","ABATE-Muskogee","","2012-12-18 04:23:00","2012-12-18 17:59:37","publish","","","801 West Okmulgee","","Muskogee","OK","","","muskogeeabate@starnetok.net","www.geocities.com/muskogeeabate","","","","","","","","2013-05-02","7:30 PM","2013-05-02","10:30 PM","Jeff Rankin","","",""," ",""
32041,"Club Meetings","","","","","South","ABATE-Muskogee","","2012-12-18 04:23:00","2012-12-18 17:59:36","publish","","","801 West Okmulgee","","Muskogee","OK","","","muskogeeabate@starnetok.net","www.geocities.com/muskogeeabate","","","","","","","","2013-06-06","7:30 PM","2013-06-06","10:30 PM","Jeff Rankin","","",""," ",""
32042,"Club Meetings","","","","","South","ABATE-Muskogee","","2012-12-18 04:23:00","2012-12-18 17:59:36","publish","","","801 West Okmulgee","","Muskogee","OK","","","muskogeeabate@starnetok.net","www.geocities.com/muskogeeabate","","","","","","","","2013-07-04","7:30 PM","2013-07-04","10:30 PM","Jeff Rankin","","",""," ",""
